entry_date,exit_date,entry_price,exit_price,pnl,R:R,shares,equity,atr_at_entry,sma200_at_entry,willr10_at_entry,exit_reason,fees
2026-02-02 14:30:00-05:00,2026-02-03 09:40:00-05:00,627.62,623.65,-119.1,-1.0,30,19880.9,0.3974011793905355,624.9967000000001,-85.14851485148726,TRAILING_STOP,0
2026-02-06 14:10:00-05:00,2026-02-10 15:55:00-05:00,607.84,611.51,113.77,0.5825396825396697,31,19994.670000000002,0.6301911394168255,603.1982,-97.6470588235313,TRAILING_STOP,0
2026-02-17 14:55:00-05:00,2026-02-19 09:30:00-05:00,602.17,602.9,22.63,0.07832618025751321,31,20017.3,0.932126435949402,602.1078,-90.81632653061496,TRAILING_STOP,0
2026-02-19 11:25:00-05:00,2026-02-19 13:55:00-05:00,603.76,603.0,-23.56,-0.06249999999999942,31,19993.739999999998,1.2161843271305337,603.5424000000004,-80.23255813953554,WILLR_SMA,0
2026-02-20 11:25:00-05:00,2026-02-23 10:55:00-05:00,606.47,601.38,-122.16,-0.333115183246076,24,19871.579999999994,1.5284762208103215,604.9246000000002,-86.22222222222213,TRAILING_STOP,0
2026-02-24 11:30:00-05:00,2026-02-26 09:30:00-05:00,606.4,613.8,229.4,0.7613168724279791,31,20100.979999999996,0.972457096249125,604.4158999999996,-94.21052631578904,TRAILING_STOP,0
2026-02-26 09:45:00-05:00,2026-02-26 10:20:00-05:00,612.86,605.78,-219.48,-1.0,31,19881.499999999996,0.7075990328882497,609.1876,-88.56502242152496,TRAILING_STOP,0
