Starting Capital,Final Capital,Total Profit,Total Return (%),Number of Trades,Winning Trades,Losing Trades,Win Rate (%),Avg Winning Trade,Max Winning Trade,Avg Losing Trade,Largest Loss,Profit Factor,Max Drawdown (%),Sharpe Ratio,Buy & Hold Return (%),Final Buy & Hold Capital,Excess Return vs Buy & Hold (%),Max Winning Streak,Avg Winning Streak,Max Losing Streak,Avg Losing Streak
"$10,000.00","$540,437.24","$530,437.24","5,304.37",1232,486,746,39.45,"$2,620.54","$59,994.08",$-996.17,"$-11,083.14",1.71,-14.29,1.43,1280.10,$138010.44,4024.27,8,1.68,14,2.59
